trial,cond,face,subj,acc,order,fam,grp
Matt_0,1,Matt,73,0,2,1,ctb
Johan_0,1,Johan,74,1,2,1,ctb
Tina_0,1,Tina,74,0,2,1,ctb
Steve_0,1,Steve,74,0,2,1,ctb
Rik_0,1,Rik,74,0,2,1,ctb
Sneha_0,1,Sneha,74,0,2,1,ctb
Verity_0,1,Verity,74,0,2,1,ctb
Holly_0,1,Holly,74,0,2,1,ctb
Clare_0,1,Clare,74,0,2,1,ctb
Marta_0,1,Marta,74,0,2,1,ctb
Matt_0,1,Matt,74,0,2,1,ctb
Johan_0,1,Johan,75,0,2,1,ctb
Tina_0,1,Tina,75,0,2,1,ctb
Steve_0,1,Steve,75,0,2,1,ctb
Rik_0,1,Rik,75,0,2,1,ctb
Sneha_0,1,Sneha,75,1,2,1,ctb
Verity_0,1,Verity,75,0,2,1,ctb
Holly_0,1,Holly,75,1,2,1,ctb
Clare_0,1,Clare,75,1,2,1,ctb
Marta_0,1,Marta,75,1,2,1,ctb
Matt_0,1,Matt,75,0,2,1,ctb
Johan_0,1,Johan,76,1,2,1,ctb
Tina_0,1,Tina,76,0,2,1,ctb
Steve_0,1,Steve,76,1,2,1,ctb
Rik_0,1,Rik,76,0,2,1,ctb
Sneha_0,1,Sneha,76,0,2,1,ctb
Verity_0,1,Verity,76,0,2,1,ctb
Holly_0,1,Holly,76,0,2,1,ctb
Clare_0,1,Clare,76,0,2,1,ctb
Marta_0,1,Marta,76,0,2,1,ctb
Matt_0,1,Matt,76,0,2,1,ctb
Johan_0,1,Johan,77,1,2,1,ctb
Tina_0,1,Tina,77,0,2,1,ctb
Steve_0,1,Steve,77,0,2,1,ctb
Rik_0,1,Rik,77,1,2,1,ctb
Sneha_0,1,Sneha,77,0,2,1,ctb
Verity_0,1,Verity,77,0,2,1,ctb
Holly_0,1,Holly,77,0,2,1,ctb
Clare_0,1,Clare,77,0,2,1,ctb
Marta_0,1,Marta,77,0,2,1,ctb
Matt_0,1,Matt,77,1,2,1,ctb
Johan_0,1,Johan,78,0,2,1,ctb
Tina_0,1,Tina,78,1,2,1,ctb
Steve_0,1,Steve,78,0,2,1,ctb
Rik_0,1,Rik,78,0,2,1,ctb
Sneha_0,1,Sneha,78,0,2,1,ctb
Verity_0,1,Verity,78,0,2,1,ctb
Holly_0,1,Holly,78,0,2,1,ctb
Clare_0,1,Clare,78,0,2,1,ctb
Marta_0,1,Marta,78,0,2,1,ctb
Matt_0,1,Matt,78,0,2,1,ctb
Johan_0,1,Johan,79,0,3,1,ctb
Tina_0,1,Tina,79,0,3,1,ctb
Steve_0,1,Steve,79,0,3,1,ctb
Rik_0,1,Rik,79,0,3,1,ctb
Sneha_0,1,Sneha,79,1,3,1,ctb
Verity_0,1,Verity,79,0,3,1,ctb
Holly_0,1,Holly,79,0,3,1,ctb
Clare_0,1,Clare,79,1,3,1,ctb
Marta_0,1,Marta,79,1,3,1,ctb
Matt_0,1,Matt,79,0,3,1,ctb
Johan_0,1,Johan,80,1,3,1,ctb
Tina_0,1,Tina,80,0,3,1,ctb
Steve_0,1,Steve,80,1,3,1,ctb
Rik_0,1,Rik,80,1,3,1,ctb
Sneha_0,1,Sneha,80,1,3,1,ctb
Verity_0,1,Verity,80,1,3,1,ctb
Holly_0,1,Holly,80,0,3,1,ctb
Clare_0,1,Clare,80,0,3,1,ctb
Marta_0,1,Marta,80,0,3,1,ctb
Matt_0,1,Matt,80,0,3,1,ctb
Johan_0,1,Johan,81,1,2,1,ctb
Tina_0,1,Tina,81,1,2,1,ctb
Steve_0,1,Steve,81,0,2,1,ctb
Rik_0,1,Rik,81,0,2,1,ctb
Sneha_0,1,Sneha,81,0,2,1,ctb
Verity_0,1,Verity,81,1,2,1,ctb
Holly_0,1,Holly,81,0,2,1,ctb
Clare_0,1,Clare,81,1,2,1,ctb
Marta_0,1,Marta,81,0,2,1,ctb
Matt_0,1,Matt,81,0,2,1,ctb
Johan_0,1,Johan,82,0,3,1,ctb
Tina_0,1,Tina,82,1,3,1,ctb
Steve_0,1,Steve,82,0,3,1,ctb
Rik_0,1,Rik,82,0,3,1,ctb
Sneha_0,1,Sneha,82,1,3,1,ctb
Verity_0,1,Verity,82,0,3,1,ctb
Holly_0,1,Holly,82,0,3,1,ctb
Clare_0,1,Clare,82,0,3,1,ctb
Marta_0,1,Marta,82,0,3,1,ctb
Matt_0,1,Matt,82,0,3,1,ctb
Johan_0,1,Johan,83,1,2,1,ctb
Tina_0,1,Tina,83,1,2,1,ctb
Steve_0,1,Steve,83,0,2,1,ctb
Rik_0,1,Rik,83,1,2,1,ctb
Sneha_0,1,Sneha,83,1,2,1,ctb
Verity_0,1,Verity,83,0,2,1,ctb
Holly_0,1,Holly,83,0,2,1,ctb
Clare_0,1,Clare,83,0,2,1,ctb
Marta_0,1,Marta,83,1,2,1,ctb
Matt_0,1,Matt,83,0,2,1,ctb
Johan_0,1,Johan,84,1,2,1,ctb
Tina_0,1,Tina,84,1,2,1,ctb
Steve_0,1,Steve,84,1,2,1,ctb
Rik_0,1,Rik,84,1,2,1,ctb
Sneha_0,1,Sneha,84,1,2,1,ctb
Verity_0,1,Verity,84,1,2,1,ctb
Holly_0,1,Holly,84,0,2,1,ctb
Clare_0,1,Clare,84,0,2,1,ctb
Marta_0,1,Marta,84,1,2,1,ctb
Matt_0,1,Matt,84,0,2,1,ctb
Johan_0,1,Johan,85,0,3,1,ctb
Tina_0,1,Tina,85,0,3,1,ctb
Steve_0,1,Steve,85,0,3,1,ctb
Rik_0,1,Rik,85,0,3,1,ctb
Sneha_0,1,Sneha,85,0,3,1,ctb
Verity_0,1,Verity,85,0,3,1,ctb
Holly_0,1,Holly,85,0,3,1,ctb
Clare_0,1,Clare,85,0,3,1,ctb
Marta_0,1,Marta,85,0,3,1,ctb
Matt_0,1,Matt,85,1,3,1,ctb
Johan_0,1,Johan,86,1,3,1,ctb
Tina_0,1,Tina,86,0,3,1,ctb
Steve_0,1,Steve,86,0,3,1,ctb
Rik_0,1,Rik,86,1,3,1,ctb
Sneha_0,1,Sneha,86,1,3,1,ctb
Verity_0,1,Verity,86,1,3,1,ctb
Holly_0,1,Holly,86,0,3,1,ctb
Clare_0,1,Clare,86,1,3,1,ctb
Marta_0,1,Marta,86,1,3,1,ctb
Matt_0,1,Matt,86,0,3,1,ctb
Johan_0,1,Johan,87,0,2,1,ctb
Tina_0,1,Tina,87,1,2,1,ctb
Steve_0,1,Steve,87,1,2,1,ctb
Rik_0,1,Rik,87,1,2,1,ctb
Sneha_0,1,Sneha,87,1,2,1,ctb
Verity_0,1,Verity,87,0,2,1,ctb
Holly_0,1,Holly,87,0,2,1,ctb
Clare_0,1,Clare,87,0,2,1,ctb
Marta_0,1,Marta,87,1,2,1,ctb
Matt_0,1,Matt,87,0,2,1,ctb
Johan_0,1,Johan,88,1,3,1,ctb
Tina_0,1,Tina,88,1,3,1,ctb
Steve_0,1,Steve,88,0,3,1,ctb
Rik_0,1,Rik,88,1,3,1,ctb
Sneha_0,1,Sneha,88,0,3,1,ctb
Verity_0,1,Verity,88,1,3,1,ctb
Holly_0,1,Holly,88,0,3,1,ctb
Clare_0,1,Clare,88,1,3,1,ctb
Marta_0,1,Marta,88,0,3,1,ctb
Matt_0,1,Matt,88,0,3,1,ctb
Johan_0,1,Johan,89,0,2,1,ctb
Tina_0,1,Tina,89,0,2,1,ctb
Steve_0,1,Steve,89,1,2,1,ctb
Rik_0,1,Rik,89,0,2,1,ctb
Sneha_0,1,Sneha,89,1,2,1,ctb
Verity_0,1,Verity,89,0,2,1,ctb
Holly_0,1,Holly,89,0,2,1,ctb
Clare_0,1,Clare,89,1,2,1,ctb
Marta_0,1,Marta,89,1,2,1,ctb
Matt_0,1,Matt,89,0,2,1,ctb
Johan_0,1,Johan,90,0,3,1,ctb
Tina_0,1,Tina,90,0,3,1,ctb
Steve_0,1,Steve,90,1,3,1,ctb
Rik_0,1,Rik,90,1,3,1,ctb
Sneha_0,1,Sneha,90,1,3,1,ctb
Verity_0,1,Verity,90,0,3,1,ctb
Holly_0,1,Holly,90,1,3,1,ctb
Clare_0,1,Clare,90,0,3,1,ctb
Marta_0,1,Marta,90,0,3,1,ctb
Matt_0,1,Matt,90,1,3,1,ctb
Johan_0,1,Johan,91,1,2,1,ctb
Tina_0,1,Tina,91,0,2,1,ctb
Steve_0,1,Steve,91,1,2,1,ctb
Rik_0,1,Rik,91,0,2,1,ctb
Sneha_0,1,Sneha,91,1,2,1,ctb
Verity_0,1,Verity,91,1,2,1,ctb
Holly_0,1,Holly,91,1,2,1,ctb
Clare_0,1,Clare,91,0,2,1,ctb
Marta_0,1,Marta,91,0,2,1,ctb
Matt_0,1,Matt,91,0,2,1,ctb
Johan_2,2,Johan,51,0,2,1,ctb
Tina_2,2,Tina,51,0,2,1,ctb
Steve_2,2,Steve,51,0,2,1,ctb
Rik_2,2,Rik,51,1,2,1,ctb
Sneha_2,2,Sneha,51,0,2,1,ctb
Verity_2,2,Verity,51,0,2,1,ctb
Holly_2,2,Holly,51,1,2,1,ctb
Clare_2,2,Clare,51,0,2,1,ctb
Marta_2,2,Marta,51,1,2,1,ctb
Matt_2,2,Matt,51,0,2,1,ctb
Johan_2,2,Johan,52,0,3,1,ctb
Tina_2,2,Tina,52,0,3,1,ctb
Steve_2,2,Steve,52,0,3,1,ctb
Rik_2,2,Rik,52,0,3,1,ctb
Sneha_2,2,Sneha,52,0,3,1,ctb
Verity_2,2,Verity,52,0,3,1,ctb
Holly_2,2,Holly,52,0,3,1,ctb
Clare_2,2,Clare,52,0,3,1,ctb
Marta_2,2,Marta,52,0,3,1,ctb
Matt_2,2,Matt,52,0,3,1,ctb
Johan_2,2,Johan,53,0,2,1,ctb
Tina_2,2,Tina,53,1,2,1,ctb
Steve_2,2,Steve,53,0,2,1,ctb
Rik_2,2,Rik,53,1,2,1,ctb
Sneha_2,2,Sneha,53,0,2,1,ctb
Verity_2,2,Verity,53,0,2,1,ctb
Holly_2,2,Holly,53,0,2,1,ctb
Clare_2,2,Clare,53,0,2,1,ctb
Marta_2,2,Marta,53,0,2,1,ctb
Matt_2,2,Matt,53,0,2,1,ctb
Johan_2,2,Johan,54,0,2,1,ctb
Tina_2,2,Tina,54,0,2,1,ctb
Steve_2,2,Steve,54,0,2,1,ctb
Rik_2,2,Rik,54,0,2,1,ctb
Sneha_2,2,Sneha,54,0,2,1,ctb
Verity_2,2,Verity,54,0,2,1,ctb
Holly_2,2,Holly,54,0,2,1,ctb
Clare_2,2,Clare,54,0,2,1,ctb
Marta_2,2,Marta,54,0,2,1,ctb
Matt_2,2,Matt,54,0,2,1,ctb
Johan_2,2,Johan,55,0,3,1,ctb
Tina_2,2,Tina,55,0,3,1,ctb
Steve_2,2,Steve,55,1,3,1,ctb
Rik_2,2,Rik,55,0,3,1,ctb
Sneha_2,2,Sneha,55,0,3,1,ctb
Verity_2,2,Verity,55,0,3,1,ctb
Holly_2,2,Holly,55,0,3,1,ctb
Clare_2,2,Clare,55,0,3,1,ctb
Marta_2,2,Marta,55,1,3,1,ctb
Matt_2,2,Matt,55,0,3,1,ctb
Johan_2,2,Johan,56,1,2,1,ctb
Tina_2,2,Tina,56,1,2,1,ctb
Steve_2,2,Steve,56,1,2,1,ctb
Rik_2,2,Rik,56,1,2,1,ctb
Sneha_2,2,Sneha,56,1,2,1,ctb
Verity_2,2,Verity,56,0,2,1,ctb
Holly_2,2,Holly,56,0,2,1,ctb
Clare_2,2,Clare,56,0,2,1,ctb
Marta_2,2,Marta,56,1,2,1,ctb
Matt_2,2,Matt,56,0,2,1,ctb
Johan_2,2,Johan,57,1,3,1,ctb
Tina_2,2,Tina,57,0,3,1,ctb
Steve_2,2,Steve,57,0,3,1,ctb
Rik_2,2,Rik,57,1,3,1,ctb
Sneha_2,2,Sneha,57,0,3,1,ctb
Verity_2,2,Verity,57,0,3,1,ctb
Holly_2,2,Holly,57,0,3,1,ctb
Clare_2,2,Clare,57,0,3,1,ctb
Marta_2,2,Marta,57,0,3,1,ctb
Matt_2,2,Matt,57,1,3,1,ctb
Johan_2,2,Johan,58,0,3,1,ctb
Tina_2,2,Tina,58,0,3,1,ctb
Steve_2,2,Steve,58,0,3,1,ctb
Rik_2,2,Rik,58,0,3,1,ctb
Sneha_2,2,Sneha,58,0,3,1,ctb
Verity_2,2,Verity,58,0,3,1,ctb
Holly_2,2,Holly,58,0,3,1,ctb
Clare_2,2,Clare,58,0,3,1,ctb
Marta_2,2,Marta,58,1,3,1,ctb
Matt_2,2,Matt,58,1,3,1,ctb
Johan_2,2,Johan,59,0,2,1,ctb
Tina_2,2,Tina,59,0,2,1,ctb
Steve_2,2,Steve,59,0,2,1,ctb
Rik_2,2,Rik,59,0,2,1,ctb
Sneha_2,2,Sneha,59,0,2,1,ctb
Verity_2,2,Verity,59,0,2,1,ctb
Holly_2,2,Holly,59,1,2,1,ctb
Clare_2,2,Clare,59,0,2,1,ctb
Marta_2,2,Marta,59,0,2,1,ctb
Matt_2,2,Matt,59,0,2,1,ctb
Johan_2,2,Johan,60,0,2,1,ctb
Tina_2,2,Tina,60,1,2,1,ctb
Steve_2,2,Steve,60,0,2,1,ctb
Rik_2,2,Rik,60,0,2,1,ctb
Sneha_2,2,Sneha,60,0,2,1,ctb
Verity_2,2,Verity,60,0,2,1,ctb
Holly_2,2,Holly,60,0,2,1,ctb
Clare_2,2,Clare,60,0,2,1,ctb
Marta_2,2,Marta,60,0,2,1,ctb
Matt_2,2,Matt,60,0,2,1,ctb
Johan_2,2,Johan,61,0,2,1,ctb
Tina_2,2,Tina,61,0,2,1,ctb
Steve_2,2,Steve,61,0,2,1,ctb
Rik_2,2,Rik,61,0,2,1,ctb
Sneha_2,2,Sneha,61,0,2,1,ctb
Verity_2,2,Verity,61,0,2,1,ctb
Holly_2,2,Holly,61,0,2,1,ctb
Clare_2,2,Clare,61,0,2,1,ctb
Marta_2,2,Marta,61,0,2,1,ctb
Matt_2,2,Matt,61,0,2,1,ctb
Johan_2,2,Johan,62,0,3,1,ctb
Tina_2,2,Tina,62,0,3,1,ctb
Steve_2,2,Steve,62,0,3,1,ctb
Rik_2,2,Rik,62,1,3,1,ctb
Sneha_2,2,Sneha,62,1,3,1,ctb
Verity_2,2,Verity,62,0,3,1,ctb
Holly_2,2,Holly,62,0,3,1,ctb
Clare_2,2,Clare,62,0,3,1,ctb
Marta_2,2,Marta,62,0,3,1,ctb
Matt_2,2,Matt,62,0,3,1,ctb
Johan_2,2,Johan,63,1,2,1,ctb
Tina_2,2,Tina,63,0,2,1,ctb
Steve_2,2,Steve,63,0,2,1,ctb
Rik_2,2,Rik,63,0,2,1,ctb
Sneha_2,2,Sneha,63,0,2,1,ctb
Verity_2,2,Verity,63,0,2,1,ctb
Holly_2,2,Holly,63,1,2,1,ctb
Clare_2,2,Clare,63,0,2,1,ctb
Marta_2,2,Marta,63,1,2,1,ctb
Matt_2,2,Matt,63,0,2,1,ctb
Johan_2,2,Johan,64,0,2,1,ctb
Tina_2,2,Tina,64,0,2,1,ctb
Steve_2,2,Steve,64,1,2,1,ctb
Rik_2,2,Rik,64,0,2,1,ctb
Sneha_2,2,Sneha,64,0,2,1,ctb
Verity_2,2,Verity,64,0,2,1,ctb
Holly_2,2,Holly,64,1,2,1,ctb
Clare_2,2,Clare,64,1,2,1,ctb
Marta_2,2,Marta,64,1,2,1,ctb
Matt_2,2,Matt,64,1,2,1,ctb
Johan_2,2,Johan,65,0,3,1,ctb
Tina_2,2,Tina,65,0,3,1,ctb
Steve_2,2,Steve,65,0,3,1,ctb
Rik_2,2,Rik,65,0,3,1,ctb
Sneha_2,2,Sneha,65,0,3,1,ctb
Verity_2,2,Verity,65,0,3,1,ctb
Holly_2,2,Holly,65,0,3,1,ctb
Clare_2,2,Clare,65,1,3,1,ctb
Marta_2,2,Marta,65,1,3,1,ctb
Matt_2,2,Matt,65,0,3,1,ctb
Johan_2,2,Johan,66,1,1,1,ctb
Tina_2,2,Tina,66,0,1,1,ctb
Steve_2,2,Steve,66,1,1,1,ctb
Rik_2,2,Rik,66,0,1,1,ctb
Sneha_2,2,Sneha,66,0,1,1,ctb
Verity_2,2,Verity,66,1,1,1,ctb
Holly_2,2,Holly,66,0,1,1,ctb
Clare_2,2,Clare,66,0,1,1,ctb
Marta_2,2,Marta,66,0,1,1,ctb
Matt_2,2,Matt,66,0,1,1,ctb
Johan_2,2,Johan,67,0,1,1,ctb
Tina_2,2,Tina,67,0,1,1,ctb
Steve_2,2,Steve,67,0,1,1,ctb
Rik_2,2,Rik,67,1,1,1,ctb
Sneha_2,2,Sneha,67,0,1,1,ctb
Verity_2,2,Verity,67,0,1,1,ctb
Holly_2,2,Holly,67,0,1,1,ctb
Clare_2,2,Clare,67,0,1,1,ctb
Marta_2,2,Marta,67,0,1,1,ctb
Matt_2,2,Matt,67,0,1,1,ctb
Johan_2,2,Johan,68,0,1,1,ctb
Tina_2,2,Tina,68,0,1,1,ctb
Steve_2,2,Steve,68,0,1,1,ctb
Rik_2,2,Rik,68,0,1,1,ctb
Sneha_2,2,Sneha,68,0,1,1,ctb
Verity_2,2,Verity,68,0,1,1,ctb
Holly_2,2,Holly,68,0,1,1,ctb
Clare_2,2,Clare,68,0,1,1,ctb
Marta_2,2,Marta,68,0,1,1,ctb
Matt_2,2,Matt,68,0,1,1,ctb
Johan_2,2,Johan,69,1,1,1,ctb
Tina_2,2,Tina,69,0,1,1,ctb
Steve_2,2,Steve,69,0,1,1,ctb
Rik_2,2,Rik,69,1,1,1,ctb
Sneha_2,2,Sneha,69,1,1,1,ctb
Verity_2,2,Verity,69,0,1,1,ctb
Holly_2,2,Holly,69,0,1,1,ctb
Clare_2,2,Clare,69,0,1,1,ctb
Marta_2,2,Marta,69,0,1,1,ctb
Matt_2,2,Matt,69,0,1,1,ctb
Johan_2,2,Johan,70,1,1,1,ctb
Tina_2,2,Tina,70,0,1,1,ctb
Steve_2,2,Steve,70,0,1,1,ctb
Rik_2,2,Rik,70,0,1,1,ctb
Sneha_2,2,Sneha,70,0,1,1,ctb
Verity_2,2,Verity,70,0,1,1,ctb
Holly_2,2,Holly,70,0,1,1,ctb
Clare_2,2,Clare,70,1,1,1,ctb
Marta_2,2,Marta,70,1,1,1,ctb
Matt_2,2,Matt,70,0,1,1,ctb
Johan_2,2,Johan,71,0,1,1,ctb
Tina_2,2,Tina,71,0,1,1,ctb
Steve_2,2,Steve,71,0,1,1,ctb
Rik_2,2,Rik,71,1,1,1,ctb
Sneha_2,2,Sneha,71,0,1,1,ctb
Verity_2,2,Verity,71,0,1,1,ctb
Holly_2,2,Holly,71,1,1,1,ctb
Clare_2,2,Clare,71,0,1,1,ctb
Marta_2,2,Marta,71,0,1,1,ctb
Matt_2,2,Matt,71,0,1,1,ctb
Johan_2,2,Johan,72,0,1,1,ctb
Tina_2,2,Tina,72,0,1,1,ctb
Steve_2,2,Steve,72,1,1,1,ctb
Rik_2,2,Rik,72,0,1,1,ctb
Sneha_2,2,Sneha,72,0,1,1,ctb
Verity_2,2,Verity,72,0,1,1,ctb
Holly_2,2,Holly,72,0,1,1,ctb
Clare_2,2,Clare,72,1,1,1,ctb
Marta_2,2,Marta,72,0,1,1,ctb
Matt_2,2,Matt,72,1,1,1,ctb
Johan_2,2,Johan,73,0,1,1,ctb
Tina_2,2,Tina,73,0,1,1,ctb
Steve_2,2,Steve,73,1,1,1,ctb
Rik_2,2,Rik,73,0,1,1,ctb
Sneha_2,2,Sneha,73,0,1,1,ctb
Verity_2,2,Verity,73,0,1,1,ctb
Holly_2,2,Holly,73,0,1,1,ctb
Clare_2,2,Clare,73,0,1,1,ctb
Marta_2,2,Marta,73,0,1,1,ctb
Matt_2,2,Matt,73,0,1,1,ctb
Johan_2,2,Johan,74,1,1,1,ctb
Tina_2,2,Tina,74,0,1,1,ctb
Steve_2,2,Steve,74,1,1,1,ctb
Rik_2,2,Rik,74,1,1,1,ctb
Sneha_2,2,Sneha,74,0,1,1,ctb
Verity_2,2,Verity,74,0,1,1,ctb
Holly_2,2,Holly,74,0,1,1,ctb
Clare_2,2,Clare,74,0,1,1,ctb
Marta_2,2,Marta,74,0,1,1,ctb
Matt_2,2,Matt,74,0,1,1,ctb
Johan_2,2,Johan,75,0,1,1,ctb
Tina_2,2,Tina,75,0,1,1,ctb
Steve_2,2,Steve,75,1,1,1,ctb
Rik_2,2,Rik,75,1,1,1,ctb
Sneha_2,2,Sneha,75,0,1,1,ctb
Verity_2,2,Verity,75,0,1,1,ctb
Holly_2,2,Holly,75,0,1,1,ctb
Clare_2,2,Clare,75,0,1,1,ctb
Marta_2,2,Marta,75,1,1,1,ctb
Matt_2,2,Matt,75,0,1,1,ctb
Johan_2,2,Johan,76,0,1,1,ctb
Tina_2,2,Tina,76,0,1,1,ctb
Steve_2,2,Steve,76,0,1,1,ctb
Rik_2,2,Rik,76,0,1,1,ctb
Sneha_2,2,Sneha,76,0,1,1,ctb
Verity_2,2,Verity,76,1,1,1,ctb
Holly_2,2,Holly,76,0,1,1,ctb
Clare_2,2,Clare,76,0,1,1,ctb
Marta_2,2,Marta,76,1,1,1,ctb
Matt_2,2,Matt,76,1,1,1,ctb
Johan_2,2,Johan,77,0,1,1,ctb
Tina_2,2,Tina,77,0,1,1,ctb
Steve_2,2,Steve,77,0,1,1,ctb
Rik_2,2,Rik,77,0,1,1,ctb
Sneha_2,2,Sneha,77,0,1,1,ctb
Verity_2,2,Verity,77,0,1,1,ctb
Holly_2,2,Holly,77,0,1,1,ctb
Clare_2,2,Clare,77,0,1,1,ctb
Marta_2,2,Marta,77,0,1,1,ctb
Matt_2,2,Matt,77,0,1,1,ctb
Johan_2,2,Johan,78,1,3,1,ctb
Tina_2,2,Tina,78,0,3,1,ctb
Steve_2,2,Steve,78,0,3,1,ctb
Rik_2,2,Rik,78,0,3,1,ctb
Sneha_2,2,Sneha,78,0,3,1,ctb
Verity_2,2,Verity,78,0,3,1,ctb
Holly_2,2,Holly,78,0,3,1,ctb
Clare_2,2,Clare,78,0,3,1,ctb
Marta_2,2,Marta,78,0,3,1,ctb
Matt_2,2,Matt,78,0,3,1,ctb
Johan_2,2,Johan,79,0,2,1,ctb
Tina_2,2,Tina,79,0,2,1,ctb
Steve_2,2,Steve,79,0,2,1,ctb
Rik_2,2,Rik,79,0,2,1,ctb
Sneha_2,2,Sneha,79,0,2,1,ctb
Verity_2,2,Verity,79,0,2,1,ctb
Holly_2,2,Holly,79,0,2,1,ctb
Clare_2,2,Clare,79,0,2,1,ctb
Marta_2,2,Marta,79,0,2,1,ctb
Matt_2,2,Matt,79,0,2,1,ctb
Johan_2,2,Johan,80,0,2,1,ctb
Tina_2,2,Tina,80,0,2,1,ctb
Steve_2,2,Steve,80,0,2,1,ctb
Rik_2,2,Rik,80,0,2,1,ctb
Sneha_2,2,Sneha,80,0,2,1,ctb
Verity_2,2,Verity,80,0,2,1,ctb
Holly_2,2,Holly,80,0,2,1,ctb
Clare_2,2,Clare,80,1,2,1,ctb
Marta_2,2,Marta,80,1,2,1,ctb
Matt_2,2,Matt,80,1,2,1,ctb
Johan_2,2,Johan,81,0,3,1,ctb
Tina_2,2,Tina,81,0,3,1,ctb
Steve_2,2,Steve,81,0,3,1,ctb
Rik_2,2,Rik,81,0,3,1,ctb
Sneha_2,2,Sneha,81,0,3,1,ctb
Verity_2,2,Verity,81,0,3,1,ctb
Holly_2,2,Holly,81,0,3,1,ctb
Clare_2,2,Clare,81,0,3,1,ctb
Marta_2,2,Marta,81,1,3,1,ctb
Matt_2,2,Matt,81,0,3,1,ctb
Johan_2,2,Johan,82,0,2,1,ctb
Tina_2,2,Tina,82,0,2,1,ctb
Steve_2,2,Steve,82,0,2,1,ctb
Rik_2,2,Rik,82,0,2,1,ctb
Sneha_2,2,Sneha,82,0,2,1,ctb
Verity_2,2,Verity,82,1,2,1,ctb
Holly_2,2,Holly,82,0,2,1,ctb
Clare_2,2,Clare,82,1,2,1,ctb
Marta_2,2,Marta,82,1,2,1,ctb
Matt_2,2,Matt,82,0,2,1,ctb
Johan_2,2,Johan,83,1,3,1,ctb
Tina_2,2,Tina,83,0,3,1,ctb
Steve_2,2,Steve,83,0,3,1,ctb
Rik_2,2,Rik,83,0,3,1,ctb
Sneha_2,2,Sneha,83,0,3,1,ctb
Verity_2,2,Verity,83,0,3,1,ctb
Holly_2,2,Holly,83,0,3,1,ctb
Clare_2,2,Clare,83,0,3,1,ctb
Marta_2,2,Marta,83,0,3,1,ctb
Matt_2,2,Matt,83,0,3,1,ctb
Johan_2,2,Johan,84,1,3,1,ctb
Tina_2,2,Tina,84,0,3,1,ctb
Steve_2,2,Steve,84,1,3,1,ctb
Rik_2,2,Rik,84,0,3,1,ctb
Sneha_2,2,Sneha,84,0,3,1,ctb
Verity_2,2,Verity,84,1,3,1,ctb
Holly_2,2,Holly,84,0,3,1,ctb
Clare_2,2,Clare,84,1,3,1,ctb
Marta_2,2,Marta,84,0,3,1,ctb
Matt_2,2,Matt,84,0,3,1,ctb
Johan_2,2,Johan,85,0,2,1,ctb
Tina_2,2,Tina,85,0,2,1,ctb
Steve_2,2,Steve,85,0,2,1,ctb
Rik_2,2,Rik,85,0,2,1,ctb
Sneha_2,2,Sneha,85,0,2,1,ctb
Verity_2,2,Verity,85,1,2,1,ctb
Holly_2,2,Holly,85,0,2,1,ctb
Clare_2,2,Clare,85,1,2,1,ctb
Marta_2,2,Marta,85,0,2,1,ctb
Matt_2,2,Matt,85,0,2,1,ctb
Johan_2,2,Johan,86,0,2,1,ctb
Tina_2,2,Tina,86,0,2,1,ctb
Steve_2,2,Steve,86,1,2,1,ctb
Rik_2,2,Rik,86,0,2,1,ctb
Sneha_2,2,Sneha,86,1,2,1,ctb
Verity_2,2,Verity,86,0,2,1,ctb
Holly_2,2,Holly,86,0,2,1,ctb
Clare_2,2,Clare,86,0,2,1,ctb
Marta_2,2,Marta,86,1,2,1,ctb
Matt_2,2,Matt,86,0,2,1,ctb
Johan_2,2,Johan,87,0,3,1,ctb
Tina_2,2,Tina,87,1,3,1,ctb
Steve_2,2,Steve,87,0,3,1,ctb
Rik_2,2,Rik,87,0,3,1,ctb
Sneha_2,2,Sneha,87,0,3,1,ctb
Verity_2,2,Verity,87,0,3,1,ctb
Holly_2,2,Holly,87,0,3,1,ctb
Clare_2,2,Clare,87,0,3,1,ctb
Marta_2,2,Marta,87,1,3,1,ctb
Matt_2,2,Matt,87,0,3,1,ctb
Johan_2,2,Johan,88,0,2,1,ctb
Tina_2,2,Tina,88,0,2,1,ctb
Steve_2,2,Steve,88,0,2,1,ctb
Rik_2,2,Rik,88,0,2,1,ctb
Sneha_2,2,Sneha,88,0,2,1,ctb
Verity_2,2,Verity,88,0,2,1,ctb
Holly_2,2,Holly,88,0,2,1,ctb
Clare_2,2,Clare,88,0,2,1,ctb
Marta_2,2,Marta,88,0,2,1,ctb
Matt_2,2,Matt,88,0,2,1,ctb
Johan_2,2,Johan,89,0,3,1,ctb
Tina_2,2,Tina,89,0,3,1,ctb
Steve_2,2,Steve,89,0,3,1,ctb
Rik_2,2,Rik,89,1,3,1,ctb
Sneha_2,2,Sneha,89,0,3,1,ctb
Verity_2,2,Verity,89,0,3,1,ctb
Holly_2,2,Holly,89,0,3,1,ctb
Clare_2,2,Clare,89,0,3,1,ctb
Marta_2,2,Marta,89,0,3,1,ctb
Matt_2,2,Matt,89,0,3,1,ctb
Johan_2,2,Johan,90,0,2,1,ctb
Tina_2,2,Tina,90,0,2,1,ctb
Steve_2,2,Steve,90,0,2,1,ctb
Rik_2,2,Rik,90,0,2,1,ctb
Sneha_2,2,Sneha,90,0,2,1,ctb
Verity_2,2,Verity,90,0,2,1,ctb
